id	family	commonName	otherName
Thripophaga fusciceps	Furnariidae	Plain Softtail	NULL
Thripophaga macroura	Furnariidae	Striated Softtail	NULL
Thryomanes bewickii	Troglodytidae	Bewick's Wren	NULL
Thryophilus nicefori	Troglodytidae	Niceforo's Wren	NULL
Thryophilus pleurostictus	Troglodytidae	Banded Wren	NULL
Thryophilus rufalbus	Troglodytidae	Rufous-and-white Wren	NULL
Thryophilus sernai	Troglodytidae	Antioquia Wren	NULL
Thryophilus sinaloa	Troglodytidae	Sinaloa Wren	NULL
Thryorchilus browni	Troglodytidae	Timberline Wren	NULL
Thryothorus ludovicianus	Troglodytidae	Carolina Wren	NULL
Tiaris olivaceus	Thraupidae	Yellow-faced Grassquit	NULL
Tichodroma muraria	Tichodromidae	Wallcreeper	NULL
Tickellia hodgsoni	Cettiidae	Broad-billed Warbler	NULL
Tigriornis leucolopha	Ardeidae	White-crested Tiger Heron	NULL
Tigrisoma fasciatum	Ardeidae	Fasciated Tiger Heron	NULL
Tigrisoma lineatum	Ardeidae	Rufescent Tiger Heron	NULL
Tigrisoma mexicanum	Ardeidae	Bare-throated Tiger Heron	NULL
Tilmatura dupontii	Trochilidae	Sparkling-tailed Woodstar	NULL
Timalia pileata	Timaliidae	Chestnut-capped Babbler	NULL
Timeliopsis fulvigula	Meliphagidae	Olive Straightbill	NULL
Timeliopsis griseigula	Meliphagidae	Tawny Straightbill	NULL
Tinamotis ingoufi	Tinamidae	Patagonian Tinamou	NULL
Tinamotis pentlandii	Tinamidae	Puna Tinamou	NULL
Tinamus guttatus	Tinamidae	White-throated Tinamou	NULL
Tinamus major	Tinamidae	Great Tinamou	NULL
Tinamus osgoodi	Tinamidae	Black Tinamou	NULL
Tinamus solitarius	Tinamidae	Solitary Tinamou	NULL
Tinamus tao	Tinamidae	Grey Tinamou	NULL
Tityra cayana	Tityridae	Black-tailed Tityra	NULL
Tityra inquisitor	Tityridae	Black-crowned Tityra	NULL
Tityra semifasciata	Tityridae	Masked Tityra	NULL
Tmetothylacus tenellus	Motacillidae	Golden Pipit	NULL
Tockus damarensis	Bucerotidae	Damara Red-billed Hornbill	NULL
Tockus deckeni	Bucerotidae	Von der Decken's Hornbill	NULL
Tockus erythrorhynchus	Bucerotidae	Northern Red-billed Hornbill	NULL
Tockus flavirostris	Bucerotidae	Eastern Yellow-billed Hornbill	NULL
Tockus jacksoni	Bucerotidae	Jackson's Hornbill	NULL
Tockus kempi	Bucerotidae	Western Red-billed Hornbill	NULL
Tockus leucomelas	Bucerotidae	Southern Yellow-billed Hornbill	NULL
Tockus monteiri	Bucerotidae	Monteiro's Hornbill	NULL
Tockus ruahae	Bucerotidae	Tanzanian Red-billed Hornbill	NULL
Tockus rufirostris	Bucerotidae	Southern Red-billed Hornbill	NULL
Todiramphus albicilla	Alcedinidae	Mariana Kingfisher	NULL
Todiramphus albonotatus	Alcedinidae	White-mantled Kingfisher	NULL
Todiramphus australasia	Alcedinidae	Cinnamon-banded Kingfisher	NULL
Todiramphus chloris	Alcedinidae	Collared Kingfisher	NULL
Todiramphus cinnamominus	Alcedinidae	Guam Kingfisher	NULL
Todiramphus colonus	Alcedinidae	Islet Kingfisher	NULL
Todiramphus diops	Alcedinidae	Blue-and-white Kingfisher	NULL
Todiramphus enigma	Alcedinidae	Talaud Kingfisher	NULL
Todiramphus farquhari	Alcedinidae	Vanuatu Kingfisher	NULL
Todiramphus funebris	Alcedinidae	Sombre Kingfisher	NULL
Todiramphus gambieri	Alcedinidae	Mangareva Kingfisher	NULL
Todiramphus gertrudae	Alcedinidae	Niau Kingfisher	NULL
Todiramphus godeffroyi	Alcedinidae	Marquesan Kingfisher	NULL
Todiramphus lazuli	Alcedinidae	Lazuli Kingfisher	NULL
Todiramphus leucopygius	Alcedinidae	Ultramarine Kingfisher	NULL
Todiramphus macleayii	Alcedinidae	Forest Kingfisher	NULL
Todiramphus nigrocyaneus	Alcedinidae	Blue-black Kingfisher	NULL
Todiramphus pelewensis	Alcedinidae	Rusty-capped Kingfisher	NULL
Todiramphus pyrrhopygius	Alcedinidae	Red-backed Kingfisher	NULL
Todiramphus recurvirostris	Alcedinidae	Flat-billed Kingfisher	NULL
Todiramphus reichenbachii	Alcedinidae	Pohnpei Kingfisher	NULL
Todiramphus ruficollaris	Alcedinidae	Mewing Kingfisher	NULL
Todiramphus sacer	Alcedinidae	Pacific Kingfisher	NULL
Todiramphus sanctus	Alcedinidae	Sacred Kingfisher	NULL
Todiramphus saurophagus	Alcedinidae	Beach Kingfisher	NULL
Todiramphus sordidus	Alcedinidae	Torresian Kingfisher	NULL
Todiramphus tristrami	Alcedinidae	Melanesian Kingfisher	NULL
Todiramphus tutus	Alcedinidae	Chattering Kingfisher	NULL
Todiramphus veneratus	Alcedinidae	Society Kingfisher	NULL
Todiramphus winchelli	Alcedinidae	Winchell's Kingfisher	NULL
Todirostrum chrysocrotaphum	Tyrannidae	Yellow-browed Tody-Flycatcher	NULL
Todirostrum cinereum	Tyrannidae	Common Tody-Flycatcher	NULL
Todirostrum maculatum	Tyrannidae	Spotted Tody-Flycatcher	NULL
Todirostrum nigriceps	Tyrannidae	Black-headed Tody-Flycatcher	NULL
Todirostrum pictum	Tyrannidae	Painted Tody-Flycatcher	NULL
Todirostrum poliocephalum	Tyrannidae	Yellow-lored Tody-Flycatcher	NULL
Todirostrum viridanum	Tyrannidae	Maracaibo Tody-Flycatcher	NULL
Todus angustirostris	Todidae	Narrow-billed Tody	NULL
Todus mexicanus	Todidae	Puerto Rican Tody	NULL
Todus multicolor	Todidae	Cuban Tody	NULL
Todus subulatus	Todidae	Broad-billed Tody	NULL
Todus todus	Todidae	Jamaican Tody	NULL
Tolmomyias assimilis	Tyrannidae	Zimmer's Flatbill	NULL
Tolmomyias flaviventris	Tyrannidae	Ochre-lored Flatbill	NULL
Tolmomyias flavotectus	Tyrannidae	Yellow-margined Flatbill	NULL
Tolmomyias poliocephalus	Tyrannidae	Grey-crowned Flatbill	NULL
Tolmomyias sulphurescens	Tyrannidae	Yellow-olive Flatbill	NULL
Tolmomyias traylori	Tyrannidae	Orange-eyed Flatbill	NULL
Tolmomyias viridiceps	Tyrannidae	Olive-faced Flatbill	NULL
Topaza pella	Trochilidae	Crimson Topaz	NULL
Topaza pyra	Trochilidae	Fiery Topaz	NULL
Torgos tracheliotos	Accipitridae	Lappet-faced Vulture	NULL
Torreornis inexpectata	Passerellidae	Zapata Sparrow	NULL
Touit batavicus	Psittacidae	Lilac-tailed Parrotlet	NULL
Touit costaricensis	Psittacidae	Red-fronted Parrotlet	NULL
Touit dilectissimus	Psittacidae	Blue-fronted Parrotlet	NULL
Touit huetii	Psittacidae	Scarlet-shouldered Parrotlet	NULL
Touit melanonotus	Psittacidae	Brown-backed Parrotlet	NULL
Touit purpuratus	Psittacidae	Sapphire-rumped Parrotlet	NULL
Touit stictopterus	Psittacidae	Spot-winged Parrotlet	NULL
Touit surdus	Psittacidae	Golden-tailed Parrotlet	NULL
Toxorhamphus novaeguineae	Melanocharitidae	Yellow-bellied Longbill	NULL
Toxorhamphus poliopterus	Melanocharitidae	Slaty-headed Longbill	NULL
Toxostoma bendirei	Mimidae	Bendire's Thrasher	NULL
Toxostoma cinereum	Mimidae	Grey Thrasher	NULL
Toxostoma crissale	Mimidae	Crissal Thrasher	NULL
Toxostoma curvirostre	Mimidae	Curve-billed Thrasher	NULL
Toxostoma guttatum	Mimidae	Cozumel Thrasher	NULL
Toxostoma lecontei	Mimidae	LeConte's Thrasher	NULL
Toxostoma longirostre	Mimidae	Long-billed Thrasher	NULL
Toxostoma ocellatum	Mimidae	Ocellated Thrasher	NULL
Toxostoma redivivum	Mimidae	California Thrasher	NULL
Toxostoma rufum	Mimidae	Brown Thrasher	NULL
Trachyphonus darnaudii	Lybiidae	D'Arnaud's Barbet	NULL
Trachyphonus erythrocephalus	Lybiidae	Red-and-yellow Barbet	NULL
Trachyphonus margaritatus	Lybiidae	Yellow-breasted Barbet	NULL
Trachyphonus purpuratus	Lybiidae	Yellow-billed Barbet	NULL
Trachyphonus usambiro	Lybiidae	Usambiro Barbet	NULL
Trachyphonus vaillantii	Lybiidae	Crested Barbet	NULL
Tragopan blythii	Phasianidae	Blyth's Tragopan	NULL
Tragopan caboti	Phasianidae	Cabot's Tragopan	NULL
Tragopan melanocephalus	Phasianidae	Western Tragopan	NULL
Tragopan satyra	Phasianidae	Satyr Tragopan	NULL
Tragopan temminckii	Phasianidae	Temminck's Tragopan	NULL
Traversia lyalli	Acanthisittidae	Lyall's Wren	NULL
Tregellasia capito	Petroicidae	Pale-yellow Robin	NULL
Tregellasia leucops	Petroicidae	White-faced Robin	NULL
Treron affinis	Columbidae	Grey-fronted Green Pigeon	NULL
Treron apicauda	Columbidae	Pin-tailed Green Pigeon	NULL
Treron aromaticus	Columbidae	Buru Green Pigeon	NULL
Treron australis	Columbidae	Madagascar Green Pigeon	NULL
Treron axillaris	Columbidae	Philippine Green Pigeon	NULL
Treron bicinctus	Columbidae	Orange-breasted Green Pigeon	NULL
Treron calvus	Columbidae	African Green Pigeon	NULL
Treron capellei	Columbidae	Large Green Pigeon	NULL
Treron chloropterus	Columbidae	Andaman Green Pigeon	NULL
Treron curvirostra	Columbidae	Thick-billed Green Pigeon	NULL
Treron floris	Columbidae	Flores Green Pigeon	NULL
Treron formosae	Columbidae	Taiwan Green Pigeon	NULL
Treron fulvicollis	Columbidae	Cinnamon-headed Green Pigeon	NULL
Treron griseicauda	Columbidae	Grey-cheeked Green Pigeon	NULL
Treron griveaudi	Columbidae	Comoros Green Pigeon	NULL
Treron olax	Columbidae	Little Green Pigeon	NULL
Treron oxyurus	Columbidae	Sumatran Green Pigeon	NULL
Treron pembaensis	Columbidae	Pemba Green Pigeon	NULL
Treron permagnus	Columbidae	Ryukyu Green Pigeon	NULL
Treron phayrei	Columbidae	Ashy-headed Green Pigeon	NULL
Treron phoenicopterus	Columbidae	Yellow-footed Green Pigeon	NULL
Treron pompadora	Columbidae	Sri Lanka Green Pigeon	NULL
Treron psittaceus	Columbidae	Timor Green Pigeon	NULL
Treron sanctithomae	Columbidae	Sao Tome Green Pigeon	NULL
Treron seimundi	Columbidae	Yellow-vented Green Pigeon	NULL
Treron sieboldii	Columbidae	White-bellied Green Pigeon	NULL
Treron sphenurus	Columbidae	Wedge-tailed Green Pigeon	NULL
Treron teysmannii	Columbidae	Sumba Green Pigeon	NULL
Treron vernans	Columbidae	Pink-necked Green Pigeon	NULL
Treron waalia	Columbidae	Bruce's Green Pigeon	NULL
Tribonyx hodgenorum	Rallidae	Hodgen's Waterhen	NULL
Tribonyx mortierii	Rallidae	Tasmanian Nativehen	NULL
Tribonyx ventralis	Rallidae	Black-tailed Nativehen	NULL
Trichodere cockerelli	Meliphagidae	White-streaked Honeyeater	NULL
Trichoglossus capistratus	Psittaculidae	Marigold Lorikeet	NULL
Trichoglossus chlorolepidotus	Psittaculidae	Scaly-breasted Lorikeet	NULL
Trichoglossus euteles	Psittaculidae	Olive-headed Lorikeet	NULL
Trichoglossus forsteni	Psittaculidae	Sunset Lorikeet	NULL
Trichoglossus haematodus	Psittaculidae	Coconut Lorikeet	NULL
Trichoglossus moluccanus	Psittaculidae	Rainbow Lorikeet	NULL
Trichoglossus rosenbergii	Psittaculidae	Biak Lorikeet	NULL
Trichoglossus rubiginosus	Psittaculidae	Pohnpei Lorikeet	NULL
Trichoglossus rubritorquis	Psittaculidae	Red-collared Lorikeet	NULL
Trichoglossus weberi	Psittaculidae	Leaf Lorikeet	NULL
Tricholaema diademata	Lybiidae	Red-fronted Barbet	NULL
Tricholaema frontata	Lybiidae	Miombo Pied Barbet	NULL
Tricholaema hirsuta	Lybiidae	Hairy-breasted Barbet	NULL
Tricholaema lacrymosa	Lybiidae	Spot-flanked Barbet	NULL
Tricholaema leucomelas	Lybiidae	Acacia Pied Barbet	NULL
Tricholaema melanocephala	Lybiidae	Black-throated Barbet	NULL
Tricholestes criniger	Pycnonotidae	Hairy-backed Bulbul	NULL
Trichothraupis melanops	Thraupidae	Black-goggled Tanager	NULL
Triclaria malachitacea	Psittacidae	Blue-bellied Parrot	NULL
Trigonoceps occipitalis	Accipitridae	White-headed Vulture	NULL
Tringa brevipes	Scolopacidae	Grey-tailed Tattler	NULL
Tringa erythropus	Scolopacidae	Spotted Redshank	NULL
Tringa flavipes	Scolopacidae	Lesser Yellowlegs	NULL
Tringa glareola	Scolopacidae	Wood Sandpiper	NULL
Tringa guttifer	Scolopacidae	Nordmann's Greenshank	NULL
Tringa incana	Scolopacidae	Wandering Tattler	NULL
Tringa melanoleuca	Scolopacidae	Greater Yellowlegs	NULL
Tringa nebularia	Scolopacidae	Common Greenshank	NULL
Tringa ochropus	Scolopacidae	Green Sandpiper	NULL
Tringa semipalmata	Scolopacidae	Willet	NULL
Tringa solitaria	Scolopacidae	Solitary Sandpiper	NULL
Tringa stagnatilis	Scolopacidae	Marsh Sandpiper	NULL
Tringa totanus	Scolopacidae	Common Redshank	NULL
Trochalopteron affine	Leiothrichidae	Black-faced Laughingthrush	NULL
Trochalopteron austeni	Leiothrichidae	Brown-capped Laughingthrush	NULL
Trochalopteron chrysopterum	Leiothrichidae	Assam Laughingthrush	NULL
Trochalopteron elliotii	Leiothrichidae	Elliot's Laughingthrush	NULL
Trochalopteron erythrocephalum	Leiothrichidae	Chestnut-crowned Laughingthrush	NULL
Trochalopteron formosum	Leiothrichidae	Red-winged Laughingthrush	NULL
Trochalopteron henrici	Leiothrichidae	Brown-cheeked Laughingthrush	NULL
Trochalopteron imbricatum	Leiothrichidae	Bhutan Laughingthrush	NULL
Trochalopteron lineatum	Leiothrichidae	Streaked Laughingthrush	NULL
Trochalopteron melanostigma	Leiothrichidae	Silver-eared Laughingthrush	NULL
Trochalopteron milnei	Leiothrichidae	Red-tailed Laughingthrush	NULL
Trochalopteron morrisonianum	Leiothrichidae	White-whiskered Laughingthrush	NULL
Trochalopteron ngoclinhense	Leiothrichidae	Golden-winged Laughingthrush	NULL
Trochalopteron peninsulae	Leiothrichidae	Malayan Laughingthrush	NULL
Trochalopteron squamatum	Leiothrichidae	Blue-winged Laughingthrush	NULL
Trochalopteron subunicolor	Leiothrichidae	Scaly Laughingthrush	NULL
Trochalopteron variegatum	Leiothrichidae	Variegated Laughingthrush	NULL
Trochalopteron virgatum	Leiothrichidae	Striped Laughingthrush	NULL
Trochalopteron yersini	Leiothrichidae	Collared Laughingthrush	NULL
Trochilus polytmus	Trochilidae	Red-billed Streamertail	NULL
Trochilus scitulus	Trochilidae	Black-billed Streamertail	NULL
Trochocercus cyanomelas	Monarchidae	Blue-mantled Crested Flycatcher	NULL
Trochocercus nitens	Monarchidae	Blue-headed Crested Flycatcher	NULL
Troglodytes aedon	Troglodytidae	House Wren	NULL
Troglodytes cobbi	Troglodytidae	Cobb's Wren	NULL
Troglodytes hiemalis	Troglodytidae	Winter Wren	NULL
Troglodytes monticola	Troglodytidae	Santa Marta Wren	NULL
Troglodytes ochraceus	Troglodytidae	Ochraceous Wren	NULL
Troglodytes pacificus	Troglodytidae	Pacific Wren	NULL
Troglodytes rufociliatus	Troglodytidae	Rufous-browed Wren	NULL
Troglodytes rufulus	Troglodytidae	Tepui Wren	NULL
Troglodytes sissonii	Troglodytidae	Socorro Wren	NULL
Troglodytes solstitialis	Troglodytidae	Mountain Wren	NULL
Troglodytes tanneri	Troglodytidae	Clarion Wren	NULL
Troglodytes troglodytes	Troglodytidae	Eurasian Wren	NULL
Trogon bairdii	Trogonidae	Baird's Trogon	NULL
Trogon caligatus	Trogonidae	Gartered Trogon	NULL
Trogon chionurus	Trogonidae	White-tailed Trogon	NULL
Trogon citreolus	Trogonidae	Citreoline Trogon	NULL
Trogon clathratus	Trogonidae	Lattice-tailed Trogon	NULL
Trogon collaris	Trogonidae	Collared Trogon	NULL
Trogon comptus	Trogonidae	Choco Trogon	NULL
Trogon curucui	Trogonidae	Blue-crowned Trogon	NULL
Trogon elegans	Trogonidae	Elegant Trogon	NULL
Trogon massena	Trogonidae	Slaty-tailed Trogon	NULL
Trogon melanocephalus	Trogonidae	Black-headed Trogon	NULL
Trogon melanurus	Trogonidae	Black-tailed Trogon	NULL
Trogon mesurus	Trogonidae	Ecuadorian Trogon	NULL
Trogon mexicanus	Trogonidae	Mountain Trogon	NULL
Trogon personatus	Trogonidae	Masked Trogon	NULL
Trogon ramonianus	Trogonidae	Amazonian Trogon	NULL
Trogon rufus	Trogonidae	Black-throated Trogon	NULL
Trogon surrucura	Trogonidae	Surucua Trogon	NULL
Trogon violaceus	Trogonidae	Guianan Trogon	NULL
Trogon viridis	Trogonidae	Green-backed Trogon	NULL
Tropicoperdix charltonii	Phasianidae	Chestnut-necklaced Partridge	NULL
Tropicoperdix chloropus	Phasianidae	Green-legged Partridge	NULL
Trugon terrestris	Columbidae	Thick-billed Ground Pigeon	NULL
Tumbezia salvini	Tyrannidae	Tumbes Tyrant	NULL
Tunchiornis ochraceiceps	Vireonidae	Tawny-crowned Greenlet	NULL
Turacoena manadensis	Columbidae	White-faced Cuckoo-Dove	NULL
Turacoena modesta	Columbidae	Black Cuckoo-Dove	NULL
Turacoena sulaensis	Columbidae	Sula Cuckoo-Dove	NULL
Turdinus atrigularis	Pellorneidae	Black-throated Wren-Babbler	NULL
Turdinus macrodactylus	Pellorneidae	Large Wren-Babbler	NULL
Turdinus marmoratus	Pellorneidae	Marbled Wren-Babbler	NULL
Turdoides atripennis	Leiothrichidae	Capuchin Babbler	NULL
Turdoides bicolor	Leiothrichidae	Southern Pied Babbler	NULL
Turdoides chapini	Leiothrichidae	Chapin's Babbler	NULL
Turdoides gilberti	Leiothrichidae	White-throated Mountain Babbler	NULL
Turdoides gymnogenys	Leiothrichidae	Bare-cheeked Babbler	NULL
Turdoides hartlaubii	Leiothrichidae	Hartlaub's Babbler	NULL
Turdoides hindei	Leiothrichidae	Hinde's Babbler	NULL
Turdoides hypoleuca	Leiothrichidae	Northern Pied Babbler	NULL
Turdoides jardineii	Leiothrichidae	Arrow-marked Babbler	NULL
Turdoides leucocephala	Leiothrichidae	White-headed Babbler	NULL
Turdoides leucopygia	Leiothrichidae	White-rumped Babbler	NULL
Turdoides melanops	Leiothrichidae	Black-faced Babbler	NULL
Turdoides nipalensis	Leiothrichidae	Spiny Babbler	NULL
Turdoides plebejus	Leiothrichidae	Brown Babbler	NULL
Turdoides reinwardtii	Leiothrichidae	Blackcap Babbler	NULL
Turdoides rufocinctus	Leiothrichidae	Red-collared Babbler	NULL
Turdoides sharpei	Leiothrichidae	Black-lored Babbler	NULL
Turdoides squamulata	Leiothrichidae	Scaly Babbler	NULL
Turdoides tenebrosa	Leiothrichidae	Dusky Babbler	NULL
Turdus abyssinicus	Turdidae	Abyssinian Thrush	NULL
Turdus albicollis	Turdidae	White-necked Thrush	NULL
Turdus albocinctus	Turdidae	White-collared Blackbird	NULL
Turdus amaurochalinus	Turdidae	Creamy-bellied Thrush	NULL
Turdus arthuri	Turdidae	Campina Thrush	NULL
Turdus assimilis	Turdidae	White-throated Thrush	NULL
Turdus atrogularis	Turdidae	Black-throated Thrush	NULL
Turdus aurantius	Turdidae	White-chinned Thrush	NULL
Turdus bewsheri	Turdidae	Comoros Thrush	NULL
Turdus boulboul	Turdidae	Grey-winged Blackbird	NULL
Turdus cardis	Turdidae	Japanese Thrush	NULL
Turdus celaenops	Turdidae	Izu Thrush	NULL
Turdus chiguanco	Turdidae	Chiguanco Thrush	NULL
Turdus chrysolaus	Turdidae	Brown-headed Thrush	NULL
Turdus daguae	Turdidae	Dagua Thrush	NULL
Turdus dissimilis	Turdidae	Black-breasted Thrush	NULL
Turdus eremita	Turdidae	Tristan Thrush	NULL
Turdus eunomus	Turdidae	Dusky Thrush	NULL
Turdus falcklandii	Turdidae	Austral Thrush	NULL
Turdus feae	Turdidae	Grey-sided Thrush	NULL
Turdus flavipes	Turdidae	Yellow-legged Thrush	NULL
Turdus fulviventris	Turdidae	Chestnut-bellied Thrush	NULL
Turdus fumigatus	Turdidae	Cocoa Thrush	NULL
Turdus fuscater	Turdidae	Great Thrush	NULL
Turdus grayi	Turdidae	Clay-colored Thrush	NULL
Turdus haplochrous	Turdidae	Unicolored Thrush	NULL
Turdus hauxwelli	Turdidae	Hauxwell's Thrush	NULL
Turdus helleri	Turdidae	Taita Thrush	NULL
Turdus hortulorum	Turdidae	Grey-backed Thrush	NULL
Turdus ignobilis	Turdidae	Black-billed Thrush	NULL
Turdus iliacus	Turdidae	Redwing	NULL
Turdus infuscatus	Turdidae	Black Thrush	NULL
Turdus jamaicensis	Turdidae	White-eyed Thrush	NULL
Turdus kessleri	Turdidae	White-backed Thrush	NULL
Turdus lawrencii	Turdidae	Lawrence's Thrush	NULL
Turdus leucomelas	Turdidae	Pale-breasted Thrush	NULL
Turdus leucops	Turdidae	Pale-eyed Thrush	NULL
Turdus lherminieri	Turdidae	Forest Thrush	NULL
Turdus libonyana	Turdidae	Kurrichane Thrush	NULL
Turdus litsitsirupa	Turdidae	Groundscraper Thrush	NULL
Turdus ludoviciae	Turdidae	Somali Thrush	NULL
Turdus maculirostris	Turdidae	Ecuadorian Thrush	NULL
Turdus mandarinus	Turdidae	Chinese Blackbird	NULL
Turdus maranonicus	Turdidae	Maranon Thrush	NULL
Turdus maximus	Turdidae	Tibetan Blackbird	NULL
Turdus menachensis	Turdidae	Yemen Thrush	NULL
Turdus merula	Turdidae	Common Blackbird	NULL
Turdus migratorius	Turdidae	American Robin	NULL
Turdus mupinensis	Turdidae	Chinese Thrush	NULL
Turdus murinus	Turdidae	Pantepui Thrush	NULL
Turdus naumanni	Turdidae	Naumann's Thrush	NULL
Turdus nigrescens	Turdidae	Sooty Thrush	NULL
Turdus nigriceps	Turdidae	Andean Slaty Thrush	NULL
Turdus niveiceps	Turdidae	Taiwan Thrush	NULL
Turdus nudigenis	Turdidae	Spectacled Thrush	NULL
Turdus obscurus	Turdidae	Eyebrowed Thrush	NULL
Turdus obsoletus	Turdidae	Pale-vented Thrush	NULL
Turdus olivaceofuscus	Turdidae	Sao Tome Thrush	NULL
Turdus olivaceus	Turdidae	Olive Thrush	NULL
Turdus olivater	Turdidae	Black-hooded Thrush	NULL
Turdus pallidus	Turdidae	Pale Thrush	NULL
Turdus pelios	Turdidae	African Thrush	NULL
Turdus philomelos	Turdidae	Song Thrush	NULL
Turdus pilaris	Turdidae	Fieldfare	NULL
Turdus plebejus	Turdidae	Mountain Thrush	NULL
Turdus plumbeus	Turdidae	Red-legged Thrush	NULL
Turdus poliocephalus	Turdidae	Island Thrush	NULL
Turdus ravidus	Turdidae	Grand Cayman Thrush	NULL
Turdus reevei	Turdidae	Plumbeous-backed Thrush	NULL
Turdus roehli	Turdidae	Usambara Thrush	NULL
Turdus rubrocanus	Turdidae	Chestnut Thrush	NULL
Turdus ruficollis	Turdidae	Red-throated Thrush	NULL
Turdus rufitorques	Turdidae	Rufous-collared Thrush	NULL
Turdus rufiventris	Turdidae	Rufous-bellied Thrush	NULL
Turdus rufopalliatus	Turdidae	Rufous-backed Thrush	NULL
Turdus sanchezorum	Turdidae	Varzea Thrush	NULL
Turdus serranus	Turdidae	Glossy-black Thrush	NULL
Turdus simillimus	Turdidae	Indian Blackbird	NULL
Turdus smithi	Turdidae	Karoo Thrush	NULL
Turdus subalaris	Turdidae	Blacksmith Thrush	NULL
Turdus swalesi	Turdidae	La Selle Thrush	NULL
Turdus tephronotus	Turdidae	Bare-eyed Thrush	NULL
Turdus torquatus	Turdidae	Ring Ouzel	NULL
Turdus turdoides	Turdidae	Sulawesi Thrush	NULL
Turdus unicolor	Turdidae	Tickell's Thrush	NULL
Turdus viscivorus	Turdidae	Mistle Thrush	NULL
Turdus xanthorhynchus	Turdidae	Principe Thrush	NULL
Turnagra capensis	Oriolidae	South Island Piopio	NULL
Turnagra tanagra	Oriolidae	North Island Piopio	NULL
Turnix castanotus	Turnicidae	Chestnut-backed Buttonquail	NULL
Turnix everetti	Turnicidae	Sumba Buttonquail	NULL
Turnix hottentottus	Turnicidae	Fynbos Buttonquail	NULL
Turnix maculosus	Turnicidae	Red-backed Buttonquail	NULL
Turnix melanogaster	Turnicidae	Black-breasted Buttonquail	NULL
Turnix nanus	Turnicidae	Black-rumped Buttonquail	NULL
Turnix nigricollis	Turnicidae	Madagascar Buttonquail	NULL
Turnix novaecaledoniae	Turnicidae	New Caledonian Buttonquail	NULL
Turnix ocellatus	Turnicidae	Spotted Buttonquail	NULL
Turnix olivii	Turnicidae	Buff-breasted Buttonquail	NULL
Turnix pyrrhothorax	Turnicidae	Red-chested Buttonquail	NULL
Turnix suscitator	Turnicidae	Barred Buttonquail	NULL
Turnix sylvaticus	Turnicidae	Common Buttonquail	NULL
Turnix tanki	Turnicidae	Yellow-legged Buttonquail	NULL
Turnix varius	Turnicidae	Painted Buttonquail	NULL
Turnix velox	Turnicidae	Little Buttonquail	NULL
Turnix worcesteri	Turnicidae	Worcester's Buttonquail	NULL
Turtur abyssinicus	Columbidae	Black-billed Wood Dove	NULL
Turtur afer	Columbidae	Blue-spotted Wood Dove	NULL
Turtur brehmeri	Columbidae	Blue-headed Wood Dove	NULL
Turtur chalcospilos	Columbidae	Emerald-spotted Wood Dove	NULL
Turtur tympanistria	Columbidae	Tambourine Dove	NULL
Tylas eduardi	Vangidae	Tylas Vanga	NULL
Tympanuchus cupido	Phasianidae	Greater Prairie Chicken	NULL
Tympanuchus pallidicinctus	Phasianidae	Lesser Prairie Chicken	NULL
Tympanuchus phasianellus	Phasianidae	Sharp-tailed Grouse	NULL
Tyranneutes stolzmanni	Pipridae	Dwarf Tyrant-Manakin	NULL
Tyranneutes virescens	Pipridae	Tiny Tyrant-Manakin	NULL
Tyrannopsis sulphurea	Tyrannidae	Sulphury Flycatcher	NULL
Tyrannulus elatus	Tyrannidae	Yellow-crowned Tyrannulet	NULL
Tyrannus albogularis	Tyrannidae	White-throated Kingbird	NULL
Tyrannus caudifasciatus	Tyrannidae	Loggerhead Kingbird	NULL
Tyrannus couchii	Tyrannidae	Couch's Kingbird	NULL
Tyrannus crassirostris	Tyrannidae	Thick-billed Kingbird	NULL
Tyrannus cubensis	Tyrannidae	Giant Kingbird	NULL
Tyrannus dominicensis	Tyrannidae	Grey Kingbird	NULL
Tyrannus forficatus	Tyrannidae	Scissor-tailed Flycatcher	NULL
Tyrannus melancholicus	Tyrannidae	Tropical Kingbird	NULL
Tyrannus niveigularis	Tyrannidae	Snowy-throated Kingbird	NULL
Tyrannus savana	Tyrannidae	Fork-tailed Flycatcher	NULL
Tyrannus tyrannus	Tyrannidae	Eastern Kingbird	NULL
Tyrannus verticalis	Tyrannidae	Western Kingbird	NULL
Tyrannus vociferans	Tyrannidae	Cassin's Kingbird	NULL
Tyto alba	Tytonidae	Western Barn Owl	NULL
Tyto aurantia	Tytonidae	Golden Masked Owl	NULL
Tyto capensis	Tytonidae	African Grass Owl	NULL
Tyto deroepstorffi	Tytonidae	Andaman Masked Owl	NULL
Tyto furcata	Tytonidae	American Barn Owl	NULL
Tyto glaucops	Tytonidae	Ashy-faced Owl	NULL
Tyto inexspectata	Tytonidae	Minahasa Masked Owl	Minahassa Masked Owl
Tyto javanica	Tytonidae	Eastern Barn Owl	NULL
Tyto longimembris	Tytonidae	Eastern Grass Owl	NULL
Tyto manusi	Tytonidae	Manus Masked Owl	NULL
Tyto multipunctata	Tytonidae	Lesser Sooty Owl	NULL
Tyto nigrobrunnea	Tytonidae	Taliabu Masked Owl	NULL
Tyto novaehollandiae	Tytonidae	Australian Masked Owl	NULL
Tyto rosenbergii	Tytonidae	Sulawesi Masked Owl	NULL
Tyto sororcula	Tytonidae	Moluccan Masked Owl	NULL
